                    CATÁLOGO NACIONAL DE BIENES MUEBLES DEL ESTADO


GRUPO GENÉRICO    04: AGRÍCOLA Y PESQUERO
CLASE             22: EQUIPO

 N°     CÓDIGO                                             DENOMINACIÓN   UNIDAD
2894   67500263   BOMBA PARA CONCRETO                                            Unidad
2895   67500264   BOTAL DE CURTIDO                                               Unidad
2896   67500266   BRUÑIDORA DE CILINDROS                                         Unidad
2897   67500268   CABINA HORNO DE PINTURA                                        Unidad
2898   67500270   CALDERO                                                        Unidad
2899   67500297   CAMARA DE FERMENTACION                                         Unidad
2900   67500325   CAMARA FOTOMECANICA                                            Unidad
2901   67500328   CAMBRADORA                                                     Unidad
2902   67500331   CARGADOR APILADOR MANUAL - MANUAL STACKER                      Unidad
2903   67500338   CARGADOR TELESCOPICO                                           Unidad
2904   67500352   CELDA DE FLOTACION                                             Unidad
2905   67500366   CENTRADORA DE PUNTAS DE CALZADO                                Unidad
2906   67500380   CENTRIFUGA                                                     Unidad
2907   67500384   CENTRO DE MECANIZADO                                           Unidad
2908   67500386   CEPILLADORA DE REGROSAR SUPERFICIE Y SIERRA CIRCULAR           Unidad
2909   67500389   CERRADORA AUTOMATICA DE FRASCOS                                Unidad
2910   67500392   CERRADORA DE COSTADOS DE CALZADO                               Unidad
2911   67500395   CERRADORA DE TALONES DE CALZADO                                Unidad
2912   67500398   CHANCADORA (OTRAS)                                             Unidad
2913   67500407   CHAPONERO                                                      Unidad
2914   67500414   CHIPEADORA DESTROZADORA DE TRONCOS                             Unidad
2915   67500421   CIZALLA DE MESA TIPO GUILLOTINA                                Unidad
2916   67500435   CLASIFICADOR HIDRAULICO                                        Unidad
2917   67500448   CONCHADORA DE CACAO                                            Unidad
2918   67500462   CONTADORA DE PAPEL CARTON Y PLASTICOS                          Unidad
2919   67500490   COPIADORA DE LLAVES                                            Unidad
2920   67500503   CORONADORA - ENCHAPADORA                                       Unidad
2921   67500517   CORTA CLAVOS                                                   Unidad
2922   67500545   CORTADOR ABRASIVO DE ALTA VELOCIDAD                            Unidad
2923   67500558   CORTADORA DE CONCRETO - CORTADORA DE PAVIMENTO                 Unidad
2924   67500565   CORTADORA DE MOSAICOS                                          Unidad
2925   67500568   CORTADORA POR DIAMANTE PARA ACABADO Y BISELADO SOBRE CADENAS   Unidad
2926   67500572   COSEDORA DE BLOQUES DE METAL                                   Unidad
2927   67500579   DEPILADORA ESCALDADORA DE CERDOS                               Unidad
2928   67500586   DESAPILADOR ROTATIVO POR SUCCION DE HOJAS Y ETIQUETAS          Unidad
2929   67500600   DESENROLLADOR DE PLANCHAS METALICAS                            Unidad
2930   67500603   DESHIDRATADOR INDUSTRIAL                                       Unidad
2931   67500606   DESLINTADORA                                                   Unidad
2932   67500613   DESMANCHADORA                                                  Unidad
2933   67500620   DESMOTADORA DE ALGODON                                         Unidad
2934   67500624   DESPULPADORA DE CAFE                                           Unidad
2935   67500625   DESPULPADOR DE FRUTA                                           Unidad
2936   67500627   DESPEDREGADORA TRITURADORA                                     Unidad
2937   67500628   DESPLUMADORA DE AVES                                           Unidad
2938   67500629   DETECTOR DE HOLGURAS                                           Unidad
2939   67500630   DEVANADORA                                                     Unidad
2940   67500634   DIAMANTADORA UNIVERSAL                                         Unidad
2941   67500641   DIAMANTADORA DE CABEZA HORIZONTAL                              Unidad
2942   67500648   DIAMANTADORA DE CABEZAS HORIZONTAL Y VERTICAL                  Unidad
2943   67500655   DINAMOMETRO HIDRAULICO                                         Unidad
2944   67500710   DOBLADORA DE LAMINAS METALICAS                                 Unidad
2945   67500820   DOBLADORA DE TUBOS                                             Unidad
2946   67500875   DOBLADORA PESTAÑADORA                                          Unidad
2947   67500889   ELECTROEROSIONADORA                                            Unidad
2948   67500902   DOBLADORA DE CUERO                                             Unidad
2949   67500930   EMBOLSADOR                                                     Unidad
2950   67500933   EMBUTIDORA                                                     Unidad
2951   67500934   EMPACADORA DE FORRAJE                                      Unidad
2952   67500935   ENGRAPADORA, DOBLADORA Y GUILLOTINA                        Unidad
2953   67500937   ENLLANTADORA                                               Unidad
2954   67500940   ENSANCHADORA DE CALZADO - ENSANCHADORA DE CUERO            Unidad
2955   67500941   ENSOBRADORA DE REVISTAS Y OTROS                            Unidad
2956   67500942   ENVOLVEDORA DE PALETAS                                     Unidad
2957   67500944   EQUIPO CLORINADOR                                          Unidad
2958   67500946   EQUIPO PARA MONTAJE DE PROTOTIPOS DE PLACAS DE CIRCUITOS   Unidad
2959   67500948   EQUIPO PARA QUEBRAR GRANOS                                 Unidad
2960   67500952   EQUIPO PARA RECICLAR FUNDENTE                              Unidad
2961   67500974   EQUIPO PARA RECONSTRUCCION DE SISTEMA DE TRACCION          Unidad
2962   67500985   ESCARIFICADORA DE QUINUA                                   Unidad
2963   67500996   ESMERILADOR DE BIELA                                       Unidad
2964   67500997   ESPIGADORA                                                 Unidad
2965   67500999   ESTAMPADORA PARA MARCAR TELA                               Unidad
2966   67501003   ESTERILIZADOR DE COLCHONES                                 Unidad
2967   67501006   ETIQUETADORA - ROTULADORA                                  Unidad
2968   67501010   EXAUSTOR                                                   Unidad
2969   67501018   EXTRACTOR DE COLLAR DE RODILLO                             Unidad
2970   67501021   EXTRACTOR DE MIEL                                          Unidad
2971   67501025   FAJA TRANSPORTADORA                                        Unidad
2972   67501028   FILTRO PRENSA                                              Unidad
2973   67501032   FORRADORA DE BOTONES                                       Unidad
2974   67501036   FREGADORA                                                  Unidad
2975   67501040   FRESADORA                                                  Unidad
2976   67501041   HIDROLIMPIADORA                                            Unidad
2977   67501042   HORNO BASCULANTE                                           Unidad
2978   67501043   HORNO DE ATMOSFERA CONTROLADA                              Unidad
2979   67501044   HORNO DE BALSA                                             Unidad
2980   67501045   HORNO DE BAÑO DE SALES                                     Unidad
2981   67501046   HORNO DE CALENTAMIENTO                                     Unidad
2982   67501047   HORNO DE CAMARA                                            Unidad
2983   67501048   HORNO DE CAMPANA                                           Unidad
2984   67501049   HORNO DE CRISOL                                            Unidad
2985   67501050   HORNO DE DOBLE CAMARA                                      Unidad
2986   67501051   HORNO DE EMPUJE                                            Unidad
2987   67501052   HORNO DE FORJA                                             Unidad
2988   67501053   HORNO DE FUSION                                            Unidad
2989   67501054   HORNO DE LAMINACION                                        Unidad
2990   67501055   HORNO ELECTRICO PARA JOYERIA O METALES PRECIOSOS           Unidad
2991   67501056   HORNO ELECTRICO PARA LABORATORIO                           Unidad
2992   67501057   HORNO ELECTRICO PARA TRATAMIENTO TERMICO                   Unidad
2993   67501058   HORNO PARA METALES NO FERREOS                              Unidad
2994   67501059   HORNO ROTATIVO                                             Unidad
2995   67501060   HORNO TIPO TUNEL - SECADOR TIPO TUNEL                      Unidad
2996   67501061   HORNO PARA SECADO DE MADERA                                Unidad
2997   67501062   IMPRESORA DE FOTOLITO PARA SERIGRAFIA                      Unidad
2998   67501063   HORNO DE IGNICION                                          Unidad
2999   67501064   IMPRESORA OFFSET                                           Unidad
3000   67501065   IMPRESORA TIPOGRAFICA                                      Unidad
3001   67501066   INGLETEADORA                                               Unidad
3002   67501067   INTERCAMBIADOR TERMICO                                     Unidad
3003   67501068   HORNO PARA CAMISA INHIBIDORA                               Unidad
3004   67501069   HORNO DE REFLUJO PARA PROTOTIPOS DE PLACAS DE CIRCUITOS    Unidad
3005   67501075   IMPRESORA MANUAL DE PATRONES PARA PLACAS DE CIRCUITOS      Unidad
3006   67501095   LAVADOR DE COMPONENTES A ALTA PRESION                      Unidad
3007   67501113   LAVADORA DE AERONAVES                                      Unidad
